"gid","gene_name","fundescrp"
"57117171","parB/parA","PROBABLE CHROMOSOME PARTITIONING PROTEIN PARA"
"15611057","Rv3921c","putative inner membrane protein translocase component YidC"
"161352458","rnpA","ribonuclease P"
"16763402","dnaK","chaperone Hsp70"
"16763436","ileS","isoleucine tRNA synthetase"
"16763482","surA","parvulin-like peptidyl-prolyl isomerase"
"16763483","imp","Organic solvent tolerance protein precursor"
"16763512","ftsI","peptidoglykan-synthetase"
"16763513","murE","meso-diaminopimelate-adding enzyme"
"16763516","murD","UDP-Nac-muramoylalanine-D-glutamate ligase"
"16763517","ftsW","cell division membrane protein"
"16763518","murG","UDP-N-acetyl-glucosamine-transferase"
"16763519","murC","UDP-N-acetyl-muramate:alanine ligase"
"16763520","ddlB/ddl","D-alanine-D-alanine ligase B"
"16763522","ftsA","ATP-binding cell division protein"
"16763523","ftsZ","cell division GTPase"
"16763544","lpdA","dihydrolipoamide-dehydrogenase"
"16763559","gcd","glucose dehydrogenase"
"16763607","tsf","translation elongation factor EF-Ts"
"16763608","pyrH","uridylate kinase"
"16763611","uppS","undecaprenyl pyrophosphate synthetase"
"16763612","cdsA","CDP-diglyceride synthetase"
"16763614","yaeT","predicted outer membrane protein"
"16763618","lpxA","Acyl-UDP-Nac-glucosamine-O-acyltransferase"
"16763622","accA","acetylCoA carboxylase"
"16763641","yafD","hypothetical"
"16763650","STM0268","hypothetical"
"16763675","rhsE","rhs family protein"
"16763684","safC","papC-like porin protein (fimbrial biogenesis)"
"16763725","STM0345","hypothetical"
"16763758","yaiY","hypothetical"
"16763778","phoR","signal transduction histidine kinase"
"16763788","secF","preprotein translocase"
"16763802","dxs","Deoxyxylulose-5-phosphate synthase"
"16763819","STM0438","TPR repeat protein"
"16763821","cyoD","polyprenyl transferase"
"16763830","clpX","ATP-dependent protease"
"16763855","acrB","cation/multidrug efflux pump"
"16763868","adk","adenylate-kinase"
"16763869","hemH","ferrochelatase"
"16763915","lpxH","UDP-2,3-diacylglucosamine hydrolase"
"16763922","folD","5,10-methylene-THF dehydrogenase"
"16763935","STM0557","hypothetical protein"
"16763977","cstA","membrane proteincarbon starvation"
"16763992","ybdR","threonine dehydrogenase"
"16763999","citE","citrate lyase"
"16764023","holA","DNA-polymerase III delta subunit"
"16764044","ybeX","hypothetical protein, containing CBS domain"
"16764056","glnS","glutamine tRNA synthetase"
"16764131","dcoC","hypothetical"
"16764154","hutH","histidine ammonia lyase"
"16764176","ybhP","hypothetical"
"16764211","yliB","ABC-type/oligopeptide/nickel transport system"
"16764219","STM0857","acylCoA-dehydrogenase"
"16764220","STM0858","flavoprotein ubiquinone oxidoreductase"
"16764243","ybjO","hypothetical"
"16764245","ulaA","hypothetical"
"16764294","STM0932","hypothetical"
"16764339","ycaL","Zn-dependent protease, chaperone"
"16764344","msbA","ABC-transporter"
"16764348","kdsB","2-keto-3-deoxy-octulosonic acid synthetase"
"16764352","mukF","chromosome partitioning"
"16764360","asnS/asnC","asparaginyl tRNA synthetases"
"16764363","STM1003","putative transcriptional regulator"
"39546307","STM1008.S","hypothetical"
"16764455","STM1097","hypothetical"
"16764476","yccJ","hypothetical"
"16764485","STM1128","hypothetical"
"16764486","STM1129","hypothetical"
"16764490","STM1133","hypothetical"
"16764500","csgA","hypothetical"
"16764513","yceI","hypothetical"
"16764526","mviN","membrane protein"
"16764544","yceF/maf","nucleotide binding protein"
"16764549","fabD","S-malonyltransferase"
"16764550","fabG","3-oxoacyl-reductase/dehydrogenase"
"16764555","tmk/tdk","thymidylate kinase"
"16764593","icdA","isocitrate dehydrogenase"
"16764605","STM1253","hypothetical"
"16764649","topB","topoisomerase III"
"16764684","thrS","threonine tRNA synthetase"
"16764689","pheT","phenylalanine tRNA synthetase"
"16764707","ydiO","acyl-CoA dehydrogenase"
"16764711","ydiN","MFS family transport protein"
"16764782","rnt","DNA polymerase III"
"16764803","ydgP","NADH:ubiquinone oxidoreductase"
"16764819","ompN","outer membrane protein (porin)"
"16764869","yneI","NAD-dependent aldehyde dehydrogenase"
"16764888","STM1543","hypothetical"
"16764897","STM1552","hypothetical"
"16764900","STM1556","hypothetical Na/H-antiporter"
"16764903","STM1559","maltoologosyltrehalose synthase"
"16764904","STM1560","1,4-alpha-glucan branching enzyme"
"16764918","smvA","MFS family transport protein"
"16764922","narY","nitrate reductase; long-term starvation-survival"
"16764949","ydcN","putative transcriptional regulator"
"16764981","STM1637","hypothetical"
"161353597","hrpA","ATP-dependent helicase"
"16764992","hslJ","heat shock protein"
"16765044","fabI","enoyl-[acyl-carrier-protein] reductase (NADH)"
"16765046","rnb","exoribonuclease"
"16765051","pyrF","orotidine-5`-phosphate decarboxylase"
"16765072","yciG","general stress protein"
"16765093","adhE","aldehyde dehydrogenase"
"16765098","ychK","esterase of the alpha/b hydrolase superfamily"
"16765104","narH","nitrate reductase"
"16765116","hemK","rRNA or tRNA methylase"
"16765122","ychM","MFS superfamily:sulfate permease"
"16765161","yeaZ","chaperone"
"16765165","pabB","anthranilate/para-aminobenzoate synthase"
"16765169","yoaE","hypothetical protein containing CBS domain"
"16765186","prc","periplasmic protease for penicillin-binding"
"16765193","yebW","threonine protein phosphatase"
"16765194","pphA","threonine protein phosphatase"
"16765208","mig-3","hypothetical"
"16765236","ruvB","Holliday junction resolvasome helicase"
"16765243","aspS","aspartate tRNA synthetase"
"16765263","cheA","Chemotaxisprotein, histidine-kinase"
"16765290","yecS","ABC-type amino acid transport system"
"16765396","sopA","dehydrogenase/hypothetical"
"16765397","sbcB","exonuclease I"
"16765398","yeeF","amino acid transport protein"
"16765408","hisI","phosphoribosyl-AMP-cyclohydrolase"
"16765413","rfbK","phosphomannomutase"
"16765417","rfbV","hypothetical"
"16765440","wcaF","acetyltransferase"
"16765442","wcaD","glycosyl transferase"
"16765483","mrp","ATPase involved in chromosome partitioning"
"16765484","metG","methionine tRNA synthetase"
"16765520","mglB","periplasmic sugar binding protein"
"16765550","bcr","MFS family permease"
"16765569","sspH2","hypothetical"
"16765585","napH","ferredoxin"
"16765599","gyrA","DNA gyrase"
"16765600","STM2273","putative dehydratase protein"
"16765618","yfaW","O-succinylbenzoate synthase"
"16765679","hisM","ABC-type aminoacid transport system"
"16765705","fabB","3-oxoacyl synthase"
"16765718","fadL","long-chain fatty acid transport protein"
"16765732","STM2406","predicted oxidoreductase"
"16765747","lig/ligA","NAD-dependent DNA-Ligase,(lig/ligA)"
"16765755","pdxK","pyridoxal-pyridoxamine kinase"
"16765803","dapE","N-succinyl-diaminopimelate deacylase"
"16765816","yfgE","ATPase involved in DNA replication"
"16765836","sinI","hypothetical"
"16765839","engA","GTPase"
"16765842","hisS","histidine tRNA synthetase"
"16765939","STM2619","hypothetical"
"39546346","STM2633.S","hypothetical"
"16765968","yfiF","putative tRNA/rRNA methyltransferase"
"16765972","pssA","phosphatidylserine synthase"
"16765976","clpB","ATP-dependent protease, chaperone"
"16765989","trmD","tRNA methyltransferase"
"16765990","rimM","16S rRNA processing protein"
"16765996","grpE","protein repair, chaperone"
"16766133","alaS","alanyl tRNA synthetase"
"16766150","STM2844","hypothetical"
"16766171","avrA","virulence gene"
"16766215","mutS","mutS-like ATPase, mismatch repair"
"16766219","STM2913","H+/gluconate symporter"
"16766258","eno","enolase"
"16766259","pyrG","CTP synthetase, UTP-ammonia-lyase"
"16766268","gudT","permease"
"16766288","csdA","-"
"16766298","recC","exonuclease V"
"16766314","STM3012","transcriptional regulator"
"16766341","lysS","lysine tRNA synthetase"
"39546356","prfB","protein chain release factor B"
"16766391","metK","adenosylmethionine synthetase"
"16766448","hybB","cytochrome component of hydrogenase"
"16766504","cca","tRNA nucleotidyl transferase"
"39546362","rpoD","DNA-directed RNA polymerase subunit"
"16766584","infB","translation initiation factor 2, GTPase"
"16766585","nusA","transcription elongation factor"
"16766590","mrsA/glmM","phosphomannomutase"
"16766592","hflB","ATP-dependent zinc-metallo protease"
"16766597","yhbZ/obgE","GTPase"
"16766635","yhcK","hypothetical transcriptional regulator"
"16766636","sspB","stringent starvation protein B"
"16766704","rpoA","RNA polymerase alpha subunit"
"16766706","rpsK","30S ribosomal protein S11"
"16766708","rpmJ","50S ribosomal protein L36"
"16766709","secY","preprotein translocase subunit"
"16766710","rplO","50S ribosomal protein L15"
"16766711","rpmD","ribosomal protein L30"
"16766712","rpsE","30S ribosomal protein S5"
"16766714","rplF","50S ribosomal protein L6"
"16766717","rplE","50S ribosomal protein L5"
"16766722","rplP","50S ribosomal protein L16"
"16766726","rplB","50 S ribosomal protein L2"
"16766728","rplD","50S ribosomal protein L4"
"16766729","rplC","50S ribosomal protein L3"
"16766735","fusA","translation elongation and release factor"
"16766736","rpsG","30S ribosomal protein S7"
"16766758","fic","protein involved in cell division"
"16766857","ftsY","signal recognition particle, GTPase"
"16766940","glyS","glycine tRNA synthetase"
"16766941","glyQ","glycine tRNA synthetase"
"16766998","rfaL","O-antigen ligase"
"16767004","rfaB","glycosyltransferase"
"16767009","kdtA","3-deoxy-D-manno-octulosonic-acid transferase"
"161353581","dfp","phosphopantotenoylcysteine synthetase"
"16767120","gyrB","DNA gyrase B"
"16767121","recF","DNA repair ATPase"
"16767127","60iM/yidC","preprotein translocase subunit yidC"
"16767141","pstS","periplasmicABC transport system"
"16767188","rep","DNA/RNA helicase"
"16767191","trxA","thio-disulfide isomerase and thioredoxin"
"16767248","yigC","3-polyprenyl-4-hydroxybenzoate decarboxylase"
"16767264","polA","DNA exonuclease"
"16767272","glnA","glutamine synthetase"
"16767372","katG","catalase; hydroperoxidase HPI(I)"
"16767396","murB","UDP-N-acetylmuramate dehydrogenase"
"16767406","rplL","50S ribosomal protein L7"
"16767407","rpoB","RNA polymerase"
"16767408","rpoC","RNA polymerase"
"16767421","hemE","uroporphyrinogen decarboxylase"
"16767485","plsB","glycerolphosphate acyltransferase"
"16767509","spi4_c","outer membrane protein"
"16767512","STM4262","ABC-transporter"
"16767518","yjcD","permease with ATP/GTP-binding site"
"16767529","nrfC","Fe-S-cluster containing hydrogenase"
"16767579","mopA/groEL","chaperone, Hsp60 family"
"16767593","yjeA","lysyl tRNA synthetase"
"16767603","yjeE","ATPase or kinase"
"16767609","hflK","integral membrane protease"
"16767614","vacB","exoribonuclease"
"16767645","ytfE","hypothetical"
"16767657","ytfP","hypothetical"
"16767716","miaE","hypothetical"
"16767718","yjgM","hypothetical"
"16767787","dnaC","DNA replication protein"
"16767840","yjjY","hypothetical"
"118496616","dnaA","chromosomal replication initiator protein"
"118496617","dnaN","DNA polymerase III, beta subunit"
"118496630","FTN_0015","regulatory protein, AlpA family"
"118496641","FTN_0026","hypothetical protein"
"118496683","orn","oligoribonuclease (3?xc2xb0->5?xc2xb1 exoribonuclease)"
"118496684","efp","elongation factor P"
"118496687","FTN_0072","LPS fatty acid acyltransferase"
"118496688","FTN_0073","conserved membrane protein of unknown function"
"118496690","rnpA","ribonuclease P protein component"
"118496691","rpmH","50S ribosomal protein L34"
"118496697","FTN_0082","predicted hydrolase of the HAD superfamily"
"118496706","FTN_0091","conserved protein of unknown function"
"118496707","FTN_0092","inorganic phosphate transporter (PiT) family protein"
"118496708","FTN_0093","cytochrome b561 family protein"
"118496719","FTN_0104","phosphoheptose isomerase"
"118496720","FTN_0105","outer membrane lipoprotein"
"118496721","rpsT","ribosomal protein S20"
"118496725","FTN_0110","peptide deformylase"
"118496727","ribAB","3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II"
"118496739","ssb","single-strand DNA binding protein"
"118496744","aspS","aspartyl-tRNA synthetase"
"118496749","FTN_0134","carboxylesterase/phospholipase family protein"
"118496750","hemC","hydroxymethylbilane synthase (porphobilinogen deaminase)"
"118496760","lolB","outer membrane lipoprotein LolB"
"118496761","ispE","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase"
"118496770","plsC","1-acylglycerol-3-phosphate acyltransferase"
"118496772","FTN_0158","Sua5/YciO/YrdC family protein"
"118496774","FTN_0160","zinc-binding protein"
"118496775","ddlB","D-alanine-D-alanine ligase B"
"118496776","ftsQ","cell division protein FtsQ"
"118496777","ftsA","cell division protein FtsA"
"118496778","ftsZ","cell division protein FtsZ"
"118496779","lpxC","UDP-3-O-acyl-N-acetylglucosamine deacetylase"
"118496780","dnaX","DNA polymerase III, gamma/tau subunits"
"118496781","prfB","peptide chain release factor 2"
"118496782","lysU","lysyl-tRNA synthetase"
"118496787","holA","DNA polymerase III, delta subunit"
"118496828","valS","valyl-tRNA synthetase"
"118496835","gltX","glutamyl-tRNA synthetase"
"118496839","folA","dihydrofolate reductase type I"
"118496840","rpsB","30S ribosomal protein S2"
"118496841","tsf","protein chain elongation factor EF-Ts"
"118496842","pyrH","uridylate kinase"
"118496843","frr","ribosome recycling factor"
"118496844","uppS","undecaprenyl pyrophosphate synthetase"
"118496845","cdsA","phosphatidate cytidylyltransferase"
"118496846","dut","dUTP pyrophosphatase (Deoxyuridine 5?xc2xb0- triphosphate nucleotidohydrolase)"
"118496847","pgsA","phosphatidylglycerophosphate synthetase"
"118496848","rpsL","30S ribosomal protein S12"
"118496849","rpsG","30S ribosomal protein S7"
"118496850","fusA","elongation factor G (EF-G)"
"118496851","rpsJ","30S ribosomal protein S10"
"118496852","rplC","50S ribosomal protein L3"
"118496853","rplD","50S ribosomal protein L4"
"118496854","rplW","50S ribosomal protein L23"
"118496855","rplB","50S ribosomal protein L2"
"118496856","rpsS","30S ribosomal protein S19"
"118496857","rplV","50S ribosomal protein L22"
"118496858","rpsC","30S ribosomal protein S3"
"118496859","rplP","50S ribosomal protein L16"
"118496860","rpmC","50S ribosomal protein L29"
"118496861","rpsQ","30S ribosomal protein S17"
"118496862","rplN","50S ribosomal protein L14"
"118496863","rplX","50S ribosomal protein L24"
"118496864","rplE","50S ribosomal protein L5"
"118496865","rpsN","30S ribosomal protein S14"
"118496866","rpsH","30S ribosomal protein S8"
"118496867","rplF","50S ribosomal protein L6"
"118496868","rplR","50S ribosomal protein L18"
"118496869","rpsE","30S ribosomal protein S5"
"118496870","rpmD","50S ribosomal protein L30"
"118496871","rplO","50S ribosomal protein L15"
"118496872","secY","preprotein translocase, subunit Y, membrane protein"
"118496873","rpmJ","50S ribosomal protein L36"
"118496874","rpsM","30S ribosomal protein S13"
"118496875","rpsK","30S ribosomal protein S11"
"118496876","rpsD","30S ribosomal protein S4"
"118496877","rpoA","DNA-directed RNA polymerase, alpha subunit"
"118496878","rplQ","50S ribosomal protein L17"
"118496882","pyrG","CTP synthase (UTP-ammonia lyase)"
"118496884","accD","acetyl-CoA carboxylase, carboxytransferase subunit beta"
"118496886","FTN_0274","conserved protein of unknown function"
"118496889","gshA","glutamate-cysteine ligase"
"118496890","rpmE","50S ribosomal protein L31"
"118496891","FTN_0279","oxidoreductase"
"118496901","trkH","K+ transporter (Trk) family protein"
"118496903","lolA","lipoprotein releasing system, subunit A, outer membrane lipoproteins carrier"
"118496905","FTN_0295","phosphatidic acid phosphatase, PAP2 superfamily"
"118496920","cysS","cysteinyl-tRNA synthetase"
"118496924","FTN_0314","hypothetical protein"
"118496931","ubiG","3-demethylubiquinone 3-methyltransferase/ 2-octaprenyl-6-hydroxyphenol methylase"
"118496934","FTN_0324","conserved hypothetical protein"
"118496943","rpmB","50S ribosomal protein L28"
"118496958","lytB","1-hydroxy-2-methyl-2-(E)-butenyl 4- diphosphate reductase"
"118496960","pssA","phosphatidylserine synthase"
"118496962","tolQ","group A colicin translocation; tolQ protein"
"118496963","tolR","group A colicin translocation; tolR protein"
"118496966","FTN_0356","protein of unknown function"
"-","FTN_A0001","hypothetical protein"
"-","FTN_A0002","hypothetical protein"
"118496979","FTN_0370","conserved hypothetical protein"
"118496980","FTN_0371","protein of unknown function"
"118496988","FTN_0381","protein of unknown function"
"118496992","ubiA","4-hydroxybenzoate octaprenyltransferase"
"118497024","folD","methyleneTHF enzyme/ methenyltetrahydrofolate cyclohydrolase/ methylenetetrahydrofolate dehydrogenase"
"118497025","FTN_0418","endonuclease"
"118497047","lspA","lipoprotein signal peptidase II"
"118497048","ileS","isoleucyl-tRNA synthetase"
"118497049","ribF","riboflavin kinase/FMN adenylyltransferase"
"118497053","engA","GTP-binding protein"
"118497054","murA","UDP-N-acetylglucosamine enolpyruvoyl transferase"
"118497055","murB","UDP-N-acetylmuramate dehydrogenase"
"118497057","FTN_0450","protein of unknown function"
"118497066","ubiB","2-octaprenylphenol hydroxylase"
"118497067","FTN_0460","conserved protein of unknown function"
"118497068","ubiE","ubiquinone/menaquinone biosynthesis methyltransferase"
"118497075","metG","methionyl-tRNA synthetase"
"118497078","FTN_0478","conserved hypothetical membrane protein"
"118497080","FTN_0480","protein of unknown function"
"118497081","psd","phosphatidylserine decarboxylase, proenzyme"
"118497084","glmU","UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase"
"118497085","glmS","Glucosamine--fructose-6-phosphate aminotransferase"
"118497086","FTN_0486","acetyltransferase"
"118497090","map","methionine aminopeptidase"
"118497091","FTN_0491","hypothetical protein"
"118497092","parC","DNA topoisomerase IV subunit A"
"118497093","mtn","5?xc2xb1-methylthioadenosine/S-adenosylhomocysteine nucleosidase"
"118497099","dnaE","DNA polymerase III, alpha subunit"
"118497101","FTN_0502","ABC transporter, involved in lipoprotein release, permease component"
"118497102","FTN_0503","ABC transporter, ATPase component"
"118497109","FTN_0510","hypothetical protein"
"118497118","glyQ","glycyl-tRNA synthetase alpha chain"
"118497119","murE","UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase"
"118497120","FTN_0521","protein of unknown function"
"118497121","murF","d-alanyl-d-alanine-adding enzyme"
"118497127","lpxH","UDP-2,3-diacylglucosamine hydrolase"
"118497138","glnS","glutaminyl-tRNA synthetase"
"118497140","mraY","phospho-N-acetylmuramoyl-pentapeptidetransferase"
"118497141","murD","UDP-N-acetylmuramoylalanine--D-glutamate ligase"
"118497146","FTN_0547","protein of unknown function"
"118497148","sspA","stringent starvation protein A"
"118497150","holB","DNA polymerase III, delta prime subunit"
"118497152","hemB","delta-aminolevulinic acid dehydratase"
"118497156","argS","arginyl-tRNA synthetase"
"118497158","FTN_0559","peptidyl-prolyl cis-trans isomerase (PPIase)"
"118497161","aroD","3-dehydroquinate dehydratase"
"118497162","accB","acetyl-CoA carboxylase, biotin carboxy carrier protein subunit"
"118497163","accC","acetyl-CoA carboxylase, biotin carboxylase subunit"
"118497174","FTN_0575","protein of unknown function"
"118497199","gyrB","DNA gyrase subunit B"
"118497206","ftsI","cell division protein, peptidoglycan synthetase (PBP)"
"118497207","rpsO","30S ribosomal protein S15"
"118497209","FTN_0610","conserved protein of unknown function"
"118497218","eno","enolase (2-phosphoglycerate dehydratase)"
"118497220","ispD","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"
"118497242","FTN_0645","multidrug/oligosaccharidyl-lipid/polysaccharide (MOP) transporter"
"118497244","serS","seryl-tRNA synthetase"
"118497245","gpmI","phosphoglycerate mutase, cofactor independent"
"118497254","FTN_0658","conserved membrane protein of unknown function"
"118497255","FTN_0659","conserved membrane protein of unknown function"
"118497258","FTN_0662","predicted thiamine pyrophosphokinase"
"118497259","pgi","glucose-6-phosphate isomerase"
"118497264","hflB","ATP-dependent metalloprotease"
"118497268","secA","preprotein translocase, subunit A (ATPase, RNA helicase)"
"118497271","rplU","ribosomal protein L21"
"118497272","rpmA","ribosomal protein L27"
"118497278","FTN_0682","conserved protein of unknown function"
"118497287","gmk","guanylate kinase"
"118497315","FTN_0719","hypothetical protein"
"118497319","cspA","cold shock protein, DNA-binding"
"118497320","FTN_0724","hypothetical protein"
"118497321","rpsU","30S ribosomal protein S21"
"118497330","FTN_0735","Mg-dependent DNase"
"118497331","glyS","glycyl-tRNA synthetase beta subunit"
"118497338","FTN_0743","conserved hypothetical membrane protein"
"118497344","FTN_0749","predicted metal-dependent hydrolase"
"118497346","sufS","selenocysteine lyase"
"118497347","FTN_0752","conserved protein of unknown function"
"118497349","coaD","phosphopantetheine adenylyltransferase"
"118497370","FTN_0775","hypothetical protein"
"118497373","alaS","alanyl-tRNA synthetase"
"118497378","FTN_0783","isochorismatase family protein"
"118497395","fmt","methionyl-tRNA formyltransferase"
"118497397","hemL","glutamate-1-semialdehyde-2,1-aminomutase"
"118497403","birA","biotin--acetyl-CoA-carboxylase ligase"
"118497405","bioC","biotin synthesis protein BioC"
"118497411","FTN_0819","6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase/dihydropteroate synthase"
"118497412","folB","dihydroneopterin aldolase"
"118497426","gor","glutathione reductase"
"118497429","FTN_0837","hypothetical protein"
"118497435","ffh","signal recognition particle GTPase"
