"access_num","koid","cogid","description","ec"
"CEG2344","---","---","MYPU_1760",
"CEG2345","---","---","MYPU_2310",
"CEG2346","---","---","MYPU_2330",
"CEG2347","---","---","MYPU_2510",
"CEG2348","---","---","MYPU_2820",
"CEG2349","---","---","MYPU_3130",
"CEG2350","---","---","MYPU_3230",
"CEG2351","---","---","MYPU_3740",
"CEG2352","---","---","MYPU_4070",
"CEG2353","---","---","MYPU_4210",
"CEG2354","---","---","MYPU_4440",
"CEG2355","---","---","MYPU_4480",
"CEG2356","---","---","MYPU_4760",
"CEG2357","---","---","MYPU_4770",
"CEG2358","---","---","MYPU_4920",
"CEG2359","---","---","MYPU_6690",
"CEG2360","---","---","MYPU_6700",
"CEG2361","---","---","MYPU_7090",
"CEG2362","---","---","MYPU_7170",
"CEG2363","---","---","MYPU_7240",
"CEG2364","---","---","MYPU_7430",
"CEG2365","---","---","MYPU_7670",
"CEG2366","---","---","MYPU_7700",
"CEG2367","---","---","nhaD",
"CEG2368","---","---","p110/mgpC",
"CEG2369","---","---","p200",
"CEG2370","---","---","p32",
"CEG2371","---","---","PA14_00630",
"CEG2372","---","---","PA14_06580",
"CEG2373","---","---","PA14_06860",
"CEG2374","---","---","PA14_08190",
"CEG2375","---","---","PA14_14250",
"CEG2376","---","---","PA14_15110",
"CEG2377","---","---","PA14_20460",
"CEG2378","---","---","PA14_27170",
"CEG2379","---","---","PA14_28500",
"CEG2380","---","---","PA14_29190",
"CEG2381","---","---","PA14_29750",
"CEG2382","---","---","PA14_31360",
"CEG2383","---","---","PA14_34740",
"CEG2384","---","---","PA14_35000",
"CEG2385","---","---","PA14_35040",
"CEG2386","---","---","PA14_36530",
"CEG2387","---","---","PA14_36560",
"CEG2388","---","---","PA14_36770",
"CEG2389","---","---","PA14_36850",
"CEG2390","---","---","PA14_38270",
"CEG2391","---","---","PA14_41960",
"CEG2392","---","---","PA14_42540",
"CEG2393","---","---","PA14_43230",
"CEG2394","---","---","PA14_44170",
"CEG2395","---","---","PA14_46390",
"CEG2396","---","---","PA14_47010",
"CEG2397","---","---","PA14_48620",
"CEG2398","---","---","PA14_50510",
"CEG2399","---","---","PA14_52500",
"CEG2400","---","---","PA14_53690",
"CEG2401","---","---","PA14_56910",
"CEG2402","---","---","PA14_57250",
"CEG2403","---","---","PA14_58860",
"CEG2404","---","---","PA14_61890",
"CEG2405","---","---","PA14_63820",
"CEG2406","---","---","PA14_67700",
"CEG2407","---","---","PA14_71370",
"CEG2408","---","---","PA14_71380",
"CEG2409","---","---","PA14_72070",
"CEG2410","---","---","pheM",
"CEG2411","---","---","pks14",
"CEG2412","---","---","putative DNA-binding protein",
"CEG2413","---","---","racR",
"CEG2414","---","---","relB protein",
"CEG2415","---","---","RNA regulation",
"CEG2416","---","---","rubA",
"CEG2417","---","---","Rv0226c",
"CEG2418","---","---","Rv0227c",
"CEG2419","---","---","Rv0236c",
"CEG2420","---","---","Rv0283",
"CEG2421","---","---","Rv0289",
"CEG2422","---","---","Rv0290",
"CEG2423","---","---","Rv0292",
"CEG2424","---","---","Rv0311",
"CEG2425","---","---","Rv0347",
"CEG2426","---","---","Rv0383c",
"CEG2427","---","---","Rv0412c",
"CEG2428","---","---","Rv0430",
"CEG2429","---","---","Rv0479c",
"CEG2430","---","---","Rv0541c",
"CEG2431","---","---","Rv0556",
"CEG2432","---","---","Rv0607",
"CEG2433","---","---","Rv0635",
"CEG2434","---","---","Rv0666",
"CEG2435","---","---","Rv0744c",
"CEG2436","---","---","Rv0817c",
"CEG2437","---","---","Rv0875c",
"CEG2438","---","---","Rv0883c",
"CEG2439","---","---","Rv0900",
"CEG2440","---","---","Rv0955",
"CEG2441","---","---","Rv1126c",
"CEG2442","---","---","Rv1128c",
"CEG2443","---","---","Rv1303",
"CEG2444","---","---","Rv1382",
"CEG2445","---","---","Rv1476",
"CEG2446","---","---","Rv1490",
"CEG2447","---","---","Rv1610",
"CEG2448","---","---","Rv1738",
"CEG2449","---","---","Rv2050",
"CEG2450","---","---","Rv2164c",
"CEG2451","---","---","Rv2179c",
"CEG2452","---","---","Rv2219",
"CEG2453","---","---","Rv2283",
"CEG2454","---","---","Rv2365c",
"CEG2455","---","---","Rv2418c",
"CEG2456","---","---","Rv2507",
"CEG2457","---","---","Rv2516c",
"CEG2458","---","---","Rv2673",
"CEG2459","---","---","Rv2698",
"CEG2460","---","---","Rv2700",
"CEG2461","---","---","Rv3131",
"CEG2462","---","---","Rv3243c",
"CEG2463","---","---","Rv3271c",
"CEG2464","---","---","Rv3281",
"CEG2465","---","---","Rv3604c",
"CEG2466","---","---","Rv3611",
"CEG2467","---","---","Rv3635",
"CEG2468","---","---","Rv3658c",
"CEG2469","---","---","Rv3660c",
"CEG2470","---","---","Rv3669",
"CEG2471","---","---","Rv3802c",
"CEG2472","---","---","SAOUHSC_00793",
"CEG2473","---","---","SAOUHSC_00868",
"CEG2474","---","---","SAOUHSC_00922",
"CEG2475","---","---","SAOUHSC_01050",
"CEG2476","---","---","SAOUHSC_01119",
"CEG2477","---","---","SAOUHSC_01627",
"CEG2478","---","---","SAOUHSC_01770",
"CEG2479","---","---","SAOUHSC_01908",
"CEG2480","---","---","SAOUHSC_01928",
"CEG2481","---","---","SAOUHSC_01930",
"CEG2482","---","---","SAOUHSC_02572",
"CEG2483","---","---","SAOUHSC_02720",
"CEG2484","---","---","SAOUHSC_02805",
"CEG2485","---","---","SAOUHSC_A01041",
"CEG2486","---","---","sinI",
"CEG2487","---","---","SP_0122",
"CEG2488","---","---","SP_0192",
"CEG2489","---","---","SP_0580",
"CEG2490","---","---","SP_1545",
"CEG2491","---","---","spr0003",
"CEG2492","---","---","spr0328",
"CEG2493","---","---","spr0972",
"CEG2494","---","---","spr1282",
"CEG2495","---","---","spr1419",
"CEG2496","---","---","spr1535",
"CEG2497","---","---","spr1642",
"CEG2498","---","---","spr1856",
"CEG2499","---","---","spr1914",
"CEG2500","---","---","spr1987",
"CEG2501","---","---","STM0345",
"CEG2502","---","---","STM0557",
"CEG2503","---","---","STM1008.S",
"CEG2504","---","---","STM2619",
"CEG2505","---","---","STM2633.S",
"CEG2506","---","---","STM2844",
"CEG2507","---","---","t0535",
"CEG2508","---","---","t0694",
"CEG2509","---","---","t2621",
"CEG2510","---","---","t3157",
"CEG2511","---","---","t3166",
"CEG2512","---","---","t3415",
"CEG2513","---","---","t4531",
"CEG2514","---","---","VC0101",
"CEG2515","---","---","VC0102",
"CEG2516","---","---","VC0104",
"CEG2517","---","---","VC0109",
"CEG2518","---","---","VC0110",
"CEG2519","---","---","VC0138",
"CEG2520","---","---","VC0143",
"CEG2521","---","---","VC0176",
"CEG2522","---","---","VC0189",
"CEG2523","---","---","VC0193",
"CEG2524","---","---","VC0205",
"CEG2525","---","---","VC0255",
"CEG2526","---","---","VC0261",
"CEG2527","---","---","VC0292",
"CEG2528","---","---","VC0294",
"CEG2529","---","---","VC0313",
"CEG2530","---","---","VC0314",
"CEG2531","---","---","VC0375",
"CEG2532","---","---","VC0380",
"CEG2533","---","---","VC0387",
"CEG2534","---","---","VC0388",
"CEG2535","---","---","VC0479",
"CEG2536","---","---","VC0484",
"CEG2537","---","---","VC0491",
"CEG2538","---","---","VC0507",
"CEG2539","---","---","VC0555",
"CEG2540","---","---","VC0569",
"CEG2541","---","---","VC0572",
"CEG2542","---","---","VC0598",
"CEG2543","---","---","VC0621",
"CEG2544","---","---","VC0625",
"CEG2545","---","---","VC0669",
"CEG2546","---","---","VC0686",
"CEG2547","---","---","VC0707",
"CEG2548","---","---","VC0712",
"CEG2549","---","---","VC0713",
"CEG2550","---","---","VC0733",
"CEG2551","---","---","VC0735",
"CEG2552","---","---","VC0789",
"CEG2553","---","---","VC0871",
"CEG2554","---","---","VC0872",
"CEG2555","---","---","VC0877",
"CEG2556","---","---","VC0883",
"CEG2557","---","---","VC0885",
"CEG2558","---","---","VC0912",
"CEG2559","---","---","VC0933",
"CEG2560","---","---","VC0967",
"CEG2561","---","---","VC1007",
"CEG2562","---","---","VC1020",
"CEG2563","---","---","VC1030",
"CEG2564","---","---","VC1032",
"CEG2565","---","---","VC1072",
"CEG2566","---","---","VC1124",
"CEG2567","---","---","VC1175",
"CEG2568","---","---","VC1176",
"CEG2569","---","---","VC1187",
"CEG2570","---","---","VC1192",
"CEG2571","---","---","VC1221",
"CEG2572","---","---","VC1227",
"CEG2573","---","---","VC1246",
"CEG2574","---","---","VC1247",
"CEG2575","---","---","VC1262",
"CEG2576","---","---","VC1292",
"CEG2577","---","---","VC1310",
"CEG2578","---","---","VC1331",
"CEG2579","---","---","VC1351",
"CEG2580","---","---","VC1352",
"CEG2581","---","---","VC1357",
"CEG2582","---","---","VC1381",
"CEG2583","---","---","VC1383",
"CEG2584","---","---","VC1385",
"CEG2585","---","---","VC1387",
"CEG2586","---","---","VC1396",
"CEG2587","---","---","VC1404",
"CEG2588","---","---","VC1419",
"CEG2589","---","---","VC1449",
"CEG2590","---","---","VC1452",
"CEG2591","---","---","VC1468",
"CEG2592","---","---","VC1474",
"CEG2593","---","---","VC1479",
"CEG2594","---","---","VC1485",
"CEG2595","---","---","VC1489",
"CEG2596","---","---","VC1490",
"CEG2597","---","---","VC1506",
"CEG2598","---","---","VC1514",
"CEG2599","---","---","VC1518",
"CEG2600","---","---","VC1531",
"CEG2601","---","---","VC1538",
"CEG2602","---","---","VC1569",
"CEG2603","---","---","VC1586",
"CEG2604","---","---","VC1613",
"CEG2605","---","---","VC1642",
"CEG2606","---","---","VC1644",
"CEG2607","---","---","VC1648",
"CEG2608","---","---","VC1657",
"CEG2609","---","---","VC1705",
"CEG2610","---","---","VC1724",
"CEG2611","---","---","VC1728",
"CEG2612","---","---","VC1742",
"CEG2613","---","---","VC1801",
"CEG2614","---","---","VC1802",
"CEG2615","---","---","VC1803",
"CEG2616","---","---","VC1813",
"CEG2617","---","---","VC1830",
"CEG2618","---","---","VC1858",
"CEG2619","---","---","VC1881",
"CEG2620","---","---","VC1891",
"CEG2621","---","---","VC1908",
"CEG2622","---","---","VC1930",
"CEG2623","---","---","VC1943",
"CEG2624","---","---","VC1946",
"CEG2625","---","---","VC1948",
"CEG2626","---","---","VC1954",
"CEG2627","---","---","VC1969",
"CEG2628","---","---","VC1982",
"CEG2629","---","---","VC1988",
"CEG2630","---","---","VC2029",
"CEG2631","---","---","VC2034",
"CEG2632","---","---","VC2071",
"CEG2633","---","---","VC2102",
"CEG2634","---","---","VC2112",
"CEG2635","---","---","VC2147",
"CEG2636","---","---","VC2148",
"CEG2637","---","---","VC2151",
"CEG2638","---","---","VC2154",
"CEG2639","---","---","VC2158",
"CEG2640","---","---","VC2169",
"CEG2641","---","---","VC2170",
"CEG2642","---","---","VC2173",
"CEG2643","---","---","VC2189",
"CEG2644","---","---","VC2218",
"CEG2645","---","---","VC2219",
"CEG2646","---","---","VC2228",
"CEG2647","---","---","VC2313",
"CEG2648","---","---","VC2315",
"CEG2649","---","---","VC2317",
"CEG2650","---","---","VC2318",
"CEG2651","---","---","VC2321",
"CEG2652","---","---","VC2328",
"CEG2653","---","---","VC2331",
"CEG2654","---","---","VC2372",
"CEG2655","---","---","VC2375",
"CEG2656","---","---","VC2387",
"CEG2657","---","---","VC2410",
"CEG2658","---","---","VC2411",
"CEG2659","---","---","VC2449",
"CEG2660","---","---","VC2496",
"CEG2661","---","---","VC2509",
"CEG2662","---","---","VC2611",
"CEG2663","---","---","VC2639",
"CEG2664","---","---","VC2648",
"CEG2665","---","---","VC2680",
"CEG2666","---","---","VC2707",
"CEG2667","---","---","VC2752",
"CEG2668","---","---","VC2753",
"CEG2669","---","---","VC2754",
"CEG2670","---","---","VCA0002",
"CEG2671","---","---","VCA0004",
"CEG2672","---","---","VCA0012",
"CEG2673","---","---","VCA0015",
"CEG2674","---","---","VCA0028",
"CEG2675","---","---","VCA0060",
"CEG2676","---","---","VCA0086",
"CEG2677","---","---","VCA0089",
"CEG2678","---","---","VCA0093",
"CEG2679","---","---","VCA0125",
"CEG2680","---","---","VCA0139",
"CEG2681","---","---","VCA0143",
"CEG2682","---","---","VCA0145",
"CEG2683","---","---","VCA0149",
"CEG2684","---","---","VCA0162",
"CEG2685","---","---","VCA0186",
"CEG2686","---","---","VCA0201",
"CEG2687","---","---","VCA0215",
"CEG2688","---","---","VCA0272",
"CEG2689","---","---","VCA0273",
"CEG2690","---","---","VCA0283",
"CEG2691","---","---","VCA0292",
"CEG2692","---","---","VCA0295",
"CEG2693","---","---","VCA0296",
"CEG2694","---","---","VCA0298",
"CEG2695","---","---","VCA0302",
"CEG2696","---","---","VCA0303",
"CEG2697","---","---","VCA0304",
"CEG2698","---","---","VCA0305",
"CEG2699","---","---","VCA0306",
"CEG2700","---","---","VCA0312",
"CEG2701","---","---","VCA0315",
"CEG2702","---","---","VCA0320",
"CEG2703","---","---","VCA0321",
"CEG2704","---","---","VCA0322",
"CEG2705","---","---","VCA0329",
"CEG2706","---","---","VCA0333",
"CEG2707","---","---","VCA0335",
"CEG2708","---","---","VCA0336",
"CEG2709","---","---","VCA0339",
"CEG2710","---","---","VCA0342",
"CEG2711","---","---","VCA0346",
"CEG2712","---","---","VCA0352",
"CEG2713","---","---","VCA0353",
"CEG2714","---","---","VCA0357",
"CEG2715","---","---","VCA0360",
"CEG2716","---","---","VCA0363",
"CEG2717","---","---","VCA0364",
"CEG2718","---","---","VCA0365",
"CEG2719","---","---","VCA0373",
"CEG2720","---","---","VCA0377",
"CEG2721","---","---","VCA0381",
"CEG2722","---","---","VCA0383",
"CEG2723","---","---","VCA0384",
"CEG2724","---","---","VCA0386",
"CEG2725","---","---","VCA0390",
"CEG2726","---","---","VCA0403",
"CEG2727","---","---","VCA0404",
"CEG2728","---","---","VCA0405",
"CEG2729","---","---","VCA0407",
"CEG2730","---","---","VCA0409",
"CEG2731","---","---","VCA0411",
"CEG2732","---","---","VCA0412",
"CEG2733","---","---","VCA0418",
"CEG2734","---","---","VCA0428",
"CEG2735","---","---","VCA0429",
"CEG2736","---","---","VCA0430",
"CEG2737","---","---","VCA0433",
"CEG2738","---","---","VCA0434",
"CEG2739","---","---","VCA0435",
"CEG2740","---","---","VCA0437",
"CEG2741","---","---","VCA0438",
"CEG2742","---","---","VCA0441",
"CEG2743","---","---","VCA0446",
"CEG2744","---","---","VCA0452",
"CEG2745","---","---","VCA0453",
"CEG2746","---","---","VCA0456",
"CEG2747","---","---","VCA0457",
"CEG2748","---","---","VCA0461",
"CEG2749","---","---","VCA0462",
"CEG2750","---","---","VCA0464",
"CEG2751","---","---","VCA0466",
"CEG2752","---","---","VCA0480",
"CEG2753","---","---","VCA0486",
"CEG2754","---","---","VCA0499",
"CEG2755","---","---","VCA0502",
"CEG2756","---","---","VCA0509",
"CEG2757","---","---","VCA0515",
"CEG2758","---","---","VCA0525",
"CEG2759","---","---","VCA0541",
"CEG2760","---","---","VCA0547",
"CEG2761","---","---","VCA0548",
"CEG2762","---","---","VCA0555",
"CEG2763","---","---","VCA0571",
"CEG2764","---","---","VCA0577",
"CEG2765","---","---","VCA0598",
"CEG2766","---","---","VCA0613",
"CEG2767","---","---","VCA0622",
"CEG2768","---","---","VCA0626",
"CEG2769","---","---","VCA0652",
"CEG2770","---","---","VCA0660",
"CEG2771","---","---","VCA0664",
"CEG2772","---","---","VCA0668",
"CEG2773","---","---","VCA0672",
"CEG2774","---","---","VCA0696",
"CEG2775","---","---","VCA0698",
"CEG2776","---","---","VCA0701",
"CEG2777","---","---","VCA0713",
"CEG2778","---","---","VCA0720",
"CEG2779","---","---","VCA0722",
"CEG2780","---","---","VCA0770",
"CEG2781","---","---","VCA0771",
"CEG2782","---","---","VCA0775",
"CEG2783","---","---","VCA0787",
"CEG2784","---","---","VCA0796",
"CEG2785","---","---","VCA0797",
"CEG2786","---","---","VCA0810",
"CEG2787","---","---","VCA0826",
"CEG2788","---","---","VCA0831",
"CEG2789","---","---","VCA0841",
"CEG2790","---","---","VCA0842",
"CEG2791","---","---","VCA0857",
"CEG2792","---","---","VCA0861",
"CEG2793","---","---","VCA0874",
"CEG2794","---","---","VCA0879",
"CEG2795","---","---","VCA0899",
"CEG2796","---","---","VCA0918",
"CEG2797","---","---","VCA0932",
"CEG2798","---","---","VCA0934",
"CEG2799","---","---","VCA0942",
"CEG2800","---","---","VCA0959",
"CEG2801","---","---","VCA0971",
"CEG2802","---","---","VCA0973",
"CEG2803","---","---","VCA0995",
"CEG2804","---","---","VCA1014",
"CEG2805","---","---","VCA1022",
"CEG2806","---","---","VCA1030",
"CEG2807","---","---","VCA1061",
"CEG2808","---","---","VCA1065",
"CEG2809","---","---","VCA1076",
"CEG2810","---","---","VCA1103",
"CEG2811","---","---","yabQ",
"CEG2812","---","---","yacC",
"CEG2813","---","---","yafF",
"CEG2814","---","---","yagV",
"CEG2815","---","---","yahH",
"CEG2816","---","---","ybbC",
"CEG2817","---","---","ybcN",
"CEG2818","---","---","ybcO",
"CEG2819","---","---","ybfB",
"CEG2820","---","---","ybfC",
"CEG2821","---","---","ybjC",
"CEG2822","---","---","ybjO",
"CEG2823","---","---","yccJ",
"CEG2824","---","---","ycdZ",
"CEG2825","---","---","yceQ",
"CEG2826","---","---","ychH",
"CEG2827","---","---","ychS",
"CEG2828","---","---","ydaT",
"CEG2829","---","---","yddK",
"CEG2830","---","---","ydfR",
"CEG2831","---","---","ydfV",
"CEG2832","---","---","ydiL",
"CEG2833","---","---","ydiZ",
"CEG2834","---","---","yebY",
"CEG2835","---","---","yeeV",
"CEG2836","---","---","yfdX",
"CEG2837","---","---","yffM",
"CEG2838","---","---","yffO",
"CEG2839","---","---","yffS",
"CEG2840","---","---","ygbA",
"CEG2841","---","---","ygiZ",
"CEG2842","---","---","yhcF",
"CEG2843","---","---","yhhM",
"CEG2844","---","---","yibJ",
"CEG2845","---","---","yjbL",
"CEG2846","---","---","yjbM",
"CEG2847","---","---","yjbO/pspG",
"CEG2848","---","---","yjbS",
"CEG2849","---","---","yjeO",
"CEG2850","---","---","yjjY",
"CEG2851","---","---","ykfI",
"CEG2852","---","---","ylaN",
"CEG2853","---","---","ylbF",
"CEG2854","---","---","ymfI",
"CEG2855","---","---","ymfJ",
"CEG2856","---","---","ymfT",
"CEG2857","---","---","ynaJ",
"CEG2858","---","---","yneG",
"CEG2859","---","---","ynfD",
"CEG2860","---","---","ypjF",
"CEG2861","---","---","yqjB",
"CEG1902","---","---","ytfI",
